Ship_ID,Vessel Name,Service,Phase,ETA,ATA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Delay
MAERSK BRATAN - Q04/P04,MAERSK BRATAN,ECU,ARRIVED,2021-01-28 07:00:00,2021-01-28 07:00:00,SCT2,Portside,2021-01-28 19:00:00,"Antwerpen, Belgium",Q04/P04,2021-01-15 00:00:00,1650,0.0
MAERSK BRATAN - Q12/P12,MAERSK BRATAN,ECU,ARRIVED,2021-03-25 07:00:00,2021-03-25 13:30:00,SCT3,Starboard,2021-03-25 19:00:00,"Antwerpen, Belgium",Q12/P12,2021-03-10 00:00:00,985,390.0
MAERSK BRATAN - Q20/P20,MAERSK BRATAN,ECU,ARRIVED,2021-05-20 07:00:00,2021-05-20 06:44:00,SCT3,Portside,2021-05-20 19:00:00,"Antwerpen, Belgium",Q20/P20,2021-05-05 00:00:00,282,-16.0
MAERSK BRATAN - Q28/P28,MAERSK BRATAN,ECU,ARRIVED,2021-07-15 07:00:00,2021-07-15 05:40:00,SCT3,Portside,2021-07-15 19:00:00,"Antwerpen, Belgium",Q28/P28,2021-06-30 00:00:00,4431,-80.0
MAERSK BRATAN - Q33/P33,MAERSK BRATAN,ECU,ARRIVED,2020-08-13 07:31:00,2020-08-13 06:00:00,SCT3,Portside,2020-08-13 19:30:00,"Antwerpen, Belgium",Q33/P33,2020-07-30 00:00:00,4505,-91.0
MAERSK BRATAN - Q36/P36,MAERSK BRATAN,ECU,ARRIVED,2021-09-09 07:00:00,2021-09-09 07:45:00,SCT3,Portside,2021-09-09 19:00:00,"Antwerpen, Belgium",Q36/P36,2021-08-25 00:00:00,3856,45.0
MAERSK BRATAN - Q41/P41,MAERSK BRATAN,ECU,ARRIVED,2020-10-08 07:00:00,2020-10-08 04:22:00,SCT2,Portside,2020-10-08 19:00:00,"Antwerpen, Belgium",Q41/P41,2020-09-25 00:00:00,3917,-158.0
MAERSK BRATAN - Q49/P49,MAERSK BRATAN,ECU,ARRIVED,2020-12-03 07:00:00,2020-12-03 04:29:00,SCT1,Portside,2020-12-03 19:00:00,"Antwerpen, Belgium",Q49/P49,2020-11-15 00:00:00,2407,-151.0
MAERSK BULAN - Q07/P07,MAERSK BULAN,ECU,ARRIVED,2021-02-18 07:00:00,2021-02-18 04:30:00,SCT1,Starboard,2021-02-18 19:00:00,"Antwerpen, Belgium",Q07/P07,2021-02-05 00:00:00,121,-150.0
MAERSK BULAN - Q15/P15,MAERSK BULAN,ECU,ARRIVED,2021-04-15 07:00:00,2021-04-18 11:58:00,SCT3,Starboard,2021-04-15 19:00:00,"Antwerpen, Belgium",Q15/P15,2021-03-31 00:00:00,4989,4618.0
MAERSK BULAN - Q23/P23,MAERSK BULAN,ECU,ARRIVED,2021-06-10 07:00:00,2021-06-10 06:30:00,SCT3,Portside,2021-06-10 19:00:00,"Antwerpen, Belgium",Q23/P23,2021-05-30 00:00:00,4392,-30.0
MAERSK BULAN - Q28/P28,MAERSK BULAN,ECU,ARRIVED,2020-07-09 07:00:00,2020-07-09 06:11:00,SCT2,Portside,2020-07-09 19:00:00,"Antwerpen, Belgium",Q28/P28,2020-07-04 00:00:00,8,-49.0
MAERSK BULAN - Q31/P31,MAERSK BULAN,ECU,ARRIVED,2021-08-05 07:00:00,2021-08-05 06:30:00,SCT3,Portside,2021-08-05 19:00:00,"Antwerpen, Belgium",Q31/P31,2021-07-20 00:00:00,2893,-30.0
MAERSK BULAN - Q36/P36,MAERSK BULAN,ECU,ARRIVED,2020-09-03 07:30:00,2020-09-03 06:00:00,SCT2,Portside,2020-09-03 19:30:00,"Antwerpen, Belgium",Q36/P36,2020-08-20 00:00:00,2952,-90.0
MAERSK BULAN - Q39/P39,MAERSK BULAN,ECU,ARRIVED,2021-09-30 07:00:00,2021-09-30 06:30:00,SCT3,Portside,2021-09-30 19:00:00,"Antwerpen, Belgium",Q39/P39,2021-09-15 00:00:00,2244,-30.0
MAERSK BULAN - Q44/P44,MAERSK BULAN,ECU,ARRIVED,2020-10-29 07:00:00,2020-10-29 07:00:00,SCT2,Portside,2020-10-29 19:00:00,"Antwerpen, Belgium",Q44/P44,2020-10-15 00:00:00,2279,0.0
MAERSK BULAN - Q51/P51,MAERSK BULAN,ECU,ARRIVED,2020-12-24 07:00:00,2020-12-23 07:00:00,SCT1,Portside,2020-12-24 19:00:00,"Antwerpen, Belgium",Q51/P51,2020-11-15 00:00:00,2370,-1440.0
MAERSK BUTON - Q03/P03,MAERSK BUTON,ECU,ARRIVED,2021-01-21 07:00:00,2021-01-21 19:40:00,SCT2,Portside,2021-01-21 19:00:00,"Antwerpen, Belgium",Q03/P03,2021-01-10 00:00:00,887,760.0
MAERSK BUTON - Q11/P11,MAERSK BUTON,ECU,ARRIVED,2021-03-18 07:00:00,2021-03-18 12:45:00,SCT3,Starboard,2021-03-18 19:00:00,"Antwerpen, Belgium",Q11/P11,2021-03-05 00:00:00,180,345.0
MAERSK BUTON - Q19/P19,MAERSK BUTON,ECU,ARRIVED,2021-05-13 07:00:00,2021-05-14 07:12:00,SCT3,Starboard,2021-05-13 19:00:00,"Antwerpen, Belgium",Q19/P19,2021-04-30 00:00:00,4283,1452.0
MAERSK BUTON - Q32/P32,MAERSK BUTON,ECU,ARRIVED,2020-08-06 07:30:00,2020-08-06 06:00:00,SCT3,Portside,2020-08-06 19:30:00,"Antwerpen, Belgium",Q32/P32,2020-07-25 00:00:00,3685,-90.0
MAERSK BUTON - Q35/P35,MAERSK BUTON,ECU,ARRIVED,2021-09-02 07:00:00,2021-09-02 05:00:00,SCT2,Portside,2021-09-02 19:00:00,"Antwerpen, Belgium",Q35/P35,2021-08-20 00:00:00,3037,-120.0
MAERSK BUTON - Q40/P40,MAERSK BUTON,ECU,ARRIVED,2020-10-01 07:00:00,2020-10-01 06:30:00,SCT2,Portside,2020-10-01 19:00:00,"Antwerpen, Belgium",Q40/P40,2020-09-20 00:00:00,3040,-30.0
MAERSK BUTON - Q48/P48,MAERSK BUTON,ECU,ARRIVED,2020-11-26 07:00:00,2020-11-26 08:30:00,SCT1,Portside,2020-11-26 19:00:00,"Antwerpen, Belgium",Q48/P48,2020-11-15 00:00:00,2387,90.0
MALIK AL ASHTAR - E21/F21,MALIK AL ASHTAR,FE4,ARRIVED,2020-09-15 19:30:00,2020-09-17 02:10:00,SCT3,Starboard,2020-09-16 19:30:00,"Hamburg, Germany",E21/F21,2020-08-30 00:00:00,4593,1840.0
MANDALAY - X41/X41,MANDALAY,ADHOC,ARRIVED,2020-10-04 19:31:00,2020-10-05 01:37:00,SCT3,Starboard,2020-10-05 19:30:00,"OPTIONAL,",X41/X41,2020-09-30 00:00:00,4730,366.0
MARFAAM - X22/X22,MARFAAM,ADHOC,ARRIVED,2021-07-20 09:45:00,2021-07-20 12:00:00,SCT3,Starboard,2021-07-21 07:30:00,"OPTIONAL,",X22/X22,2021-07-20 00:00:00,2933,135.0
MATAQUITO - X31/X31,MATAQUITO,ADHOC,ARRIVED,2020-10-01 19:30:00,2020-10-04 04:44:00,SCT3,Starboard,2020-10-03 07:30:00,"OPTIONAL,",X31/X31,2020-09-20 00:00:00,3045,3434.0
MATAQUITO - X39/X39,MATAQUITO,ADHOC,ARRIVED,2020-10-09 19:30:00,2020-10-18 07:40:00,SCT3,Starboard,2020-10-10 19:30:00,"OPTIONAL,",X39/X39,2020-09-25 00:00:00,3952,12250.0
MINERVA - X01/X01,MINERVA,ADHOC,ARRIVED,2021-01-13 07:31:00,2021-01-16 17:10:00,SCT3,Starboard,2021-01-14 07:30:00,"Antwerpen, Belgium",X01/X01,2021-01-05 00:00:00,48,4899.0
MINERVA - X02/X02,MINERVA,FE4,ARRIVED,2021-01-25 09:00:00,2021-02-07 04:00:00,SCT3,Starboard,2021-01-26 19:00:00,"Hamburg, Germany",X02/X02,2021-01-15 00:00:00,1661,18420.0
MINERVA - X03/X03,MINERVA,FE4,ARRIVED,2021-02-03 19:00:00,2021-02-23 23:00:00,SCT3,Starboard,2021-02-05 02:00:00,"Hamburg, Germany",X03/X03,2021-01-20 00:00:00,2483,29040.0
MIRADOR EXPRESS - V38/W38,MIRADOR EXPRESS,GEX2,ARRIVED,2021-09-28 07:30:00,2021-09-30 17:20:00,SCT5,Starboard,2021-09-28 19:30:00,"Antwerpen, Belgium",V38/W38,2021-09-15 00:00:00,2243,3470.0
MIRIAM - X08/X08,MIRIAM,ADHOC,ARRIVED,2021-03-24 11:59:00,2021-03-24 07:30:00,SCT1,Starboard,2021-03-25 07:30:00,"OPTIONAL,",X08/X08,2021-03-20 00:00:00,2617,-269.0
MOL EMISSARY - A15/A15,MOL EMISSARY,LEVANT,ARRIVED,2021-04-20 22:00:00,2021-04-28 19:10:00,SCT2,Starboard,2021-04-21 19:30:00,"Rotterdam, Netherlands",A15/A15,2021-04-05 00:00:00,236,11350.0
MOL EMISSARY - A20/A20,MOL EMISSARY,LEVANT,ARRIVED,2021-05-30 16:00:00,2021-06-04 13:30:00,SCT3,Starboard,2021-05-31 07:30:00,"Rotterdam, Netherlands",A20/A20,2021-05-25 00:00:00,3545,7050.0
MOL EMISSARY - K97/L97,MOL EMISSARY,AL5,ARRIVED,2021-07-04 07:30:00,2021-07-04 06:00:00,SCT3,Starboard,2021-07-05 07:30:00,"Rotterdam, Netherlands",K97/L97,2021-06-25 00:00:00,3633,-90.0
MOL EMPIRE - K02/L02,MOL EMPIRE,AL5,ARRIVED,2021-01-17 19:30:00,2021-02-10 00:36:00,SCT4,Starboard,2021-01-18 07:30:00,"Rotterdam, Netherlands",K02/L02,2021-01-05 00:00:00,63,33426.0
MOL EMPIRE - K14/L14,MOL EMPIRE,AL5,ARRIVED,2021-05-24 07:30:00,2021-05-26 11:30:00,SCT2,Starboard,2021-05-24 19:00:00,"Rotterdam, Netherlands",K14/L14,2021-05-10 00:00:00,1103,3120.0
MOL EMPIRE - K34/L34,MOL EMPIRE,AL5,ARRIVED,2020-08-10 19:00:00,2020-08-13 12:48:00,SCT1,Starboard,2020-08-11 07:00:00,"Rotterdam, Netherlands",K34/L34,2020-07-25 00:00:00,3691,3948.0
MOL EMPIRE - K45/L45,MOL EMPIRE,AL5,ARRIVED,2020-10-25 19:30:00,2020-10-30 12:11:00,SCT1,Starboard,2020-10-26 07:30:00,"Rotterdam, Netherlands",K45/L45,2020-10-15 00:00:00,2266,6761.0
MOL EMPIRE - K93/L93,MOL EMPIRE,AL5,ARRIVED,2021-09-01 07:30:00,2021-09-02 06:45:00,SCT5,Starboard,2021-09-01 19:30:00,"Rotterdam, Netherlands",K93/L93,2021-08-20 00:00:00,3035,1395.0
MOL EXPERIENCE - K05/L05,MOL EXPERIENCE,AL5,ARRIVED,2021-02-07 19:30:00,2021-03-01 21:30:00,SCT4,Starboard,2021-02-08 07:30:00,"Rotterdam, Netherlands",K05/L05,2021-01-25 00:00:00,3352,31800.0
MOL EXPERIENCE - K16/L16,MOL EXPERIENCE,AL5,ARRIVED,2021-06-09 12:00:00,2021-06-09 11:45:00,SCT3,Starboard,2021-06-10 04:00:00,"Rotterdam, Netherlands",K16/L16,2021-05-30 00:00:00,4389,-15.0
MOL EXPERIENCE - K25/L25,MOL EXPERIENCE,AL5,ARRIVED,2021-09-07 19:30:00,2021-09-14 13:50:00,SCT5,Starboard,2021-09-08 07:30:00,"Rotterdam, Netherlands",K25/L25,2021-08-25 00:00:00,3854,9740.0
MOL EXPERIENCE - K37/L37,MOL EXPERIENCE,AL5,ARRIVED,2020-08-31 19:00:00,2020-08-31 18:30:00,SCT1,Starboard,2020-09-01 07:00:00,"Rotterdam, Netherlands",K37/L37,2020-08-20 00:00:00,2955,-30.0
MOL EXPERIENCE - K48/L48,MOL EXPERIENCE,AL5,ARRIVED,2020-11-22 19:30:00,2020-11-20 02:55:00,SCT3,Starboard,2020-11-23 07:30:00,"Rotterdam, Netherlands",K48/L48,2020-11-10 00:00:00,1553,-3875.0
MOL TRADITION - C06/D06,MOL TRADITION,FE2,ARRIVED,2021-02-27 11:59:00,2021-03-21 11:00:00,SCT5,Starboard,2021-03-01 19:30:00,"Hamburg, Germany",C06/D06,2021-02-15 00:00:00,1705,31621.0
MOL TRADITION - C25/D25,MOL TRADITION,FE2,ARRIVED,2020-07-30 19:00:00,2020-07-30 23:20:00,SCT5,Starboard,2020-08-01 19:00:00,"Hamburg, Germany",C25/D25,2020-07-15 00:00:00,1964,260.0
MOL TRADITION - C27/D27,MOL TRADITION,FE2,ARRIVED,2021-08-19 19:30:00,2021-08-21 13:15:00,SCT5,Starboard,2021-08-21 19:30:00,"Hamburg, Germany",C27/D27,2021-08-05 00:00:00,503,2505.0
MOL TRADITION - C39/D39,MOL TRADITION,FE2,ARRIVED,2020-11-12 19:30:00,2020-11-14 18:00:00,SCT5,Starboard,2020-11-14 19:30:00,"Hamburg, Germany",C39/D39,2020-10-30 00:00:00,4802,2790.0
MOL TREASURE - C10/D10,MOL TREASURE,FE2,ARRIVED,2021-03-04 11:59:00,2021-04-12 12:50:00,SCT5,Starboard,2021-04-07 11:59:00,"Hamburg, Germany",C10/D10,2021-03-05 00:00:00,202,56211.0
MOL TREASURE - C22/D22,MOL TREASURE,FE2,ARRIVED,2021-07-12 23:59:00,2021-07-13 04:12:00,SCT5,Starboard,2021-07-16 07:30:00,"Hamburg, Germany",C22/D22,2021-06-30 00:00:00,4437,253.0
MOL TREASURE - C29/D29,MOL TREASURE,FE2,ARRIVED,2020-08-27 19:00:00,2020-08-29 00:48:00,SCT5,Starboard,2020-08-29 19:00:00,"Hamburg, Germany",C29/D29,2020-08-15 00:00:00,2063,1788.0
MOL TREASURE - C42/D42,MOL TREASURE,FE2,ARRIVED,2020-12-04 19:30:00,2020-12-08 23:59:00,SCT5,Starboard,2020-12-06 19:30:00,"Hamburg, Germany",C42/D42,2020-11-15 00:00:00,2385,6029.0
MOL TRIBUTE - C19/D19,MOL TRIBUTE,FE2,ARRIVED,2021-06-19 07:30:00,2021-06-19 01:00:00,SCT5,Starboard,2021-06-22 23:59:00,"Hamburg, Germany",C19/D19,2021-06-05 00:00:00,351,-390.0
MOL TRIBUTE - C30/D30,MOL TRIBUTE,FE2,ARRIVED,2020-09-03 19:00:00,2020-09-02 04:00:00,SCT5,Starboard,2020-09-05 19:00:00,"Hamburg, Germany",C30/D30,2020-08-20 00:00:00,2953,-2340.0
MOL TRIBUTE - C43/D43,MOL TRIBUTE,FE2,ARRIVED,2020-12-08 19:30:00,2020-12-22 14:45:00,SCT5,Starboard,2020-12-10 19:30:00,"Hamburg, Germany",C43/D43,2020-11-15 00:00:00,2358,19875.0
MOL TRIUMPH - C11/D11,MOL TRIUMPH,FE2,ARRIVED,2021-03-07 19:30:00,2021-04-17 07:00:00,SCT5,Starboard,2021-03-10 07:30:00,"Hamburg, Germany",C11/D11,2021-03-05 00:00:00,207,58290.0
MOL TRIUMPH - C33/D33,MOL TRIUMPH,FE2,ARRIVED,2020-09-25 19:00:00,2020-09-27 04:14:00,SCT5,Starboard,2020-09-27 19:00:00,"Hamburg, Germany",C33/D33,2020-09-10 00:00:00,1398,1994.0
MOL TRUST - C04/D04,MOL TRUST,FE2,ARRIVED,2021-02-02 19:00:00,2021-02-19 12:25:00,SCT5,Starboard,2021-02-04 19:00:00,"Hamburg, Germany",C04/D04,2021-01-20 00:00:00,2485,24085.0
MOL TRUST - C18/D18,MOL TRUST,FE2,ARRIVED,2021-06-11 19:00:00,2021-06-12 19:00:00,SCT5,Starboard,2021-06-14 07:00:00,"Hamburg, Germany",C18/D18,2021-05-30 00:00:00,4407,1440.0
MOL TRUST - C23/D23,MOL TRUST,FE2,ARRIVED,2020-07-16 19:00:00,2020-07-16 12:13:00,SCT5,Starboard,2020-07-18 19:00:00,"Hamburg, Germany",C23/D23,2020-07-10 00:00:00,1196,-407.0
MOL TRUST - C30/D30,MOL TRUST,FE2,ARRIVED,2021-09-10 07:30:00,2021-09-24 04:30:00,SCT5,Starboard,2021-09-12 07:30:00,"Hamburg, Germany",C30/D30,2021-08-25 00:00:00,3861,19980.0
MOL TRUST - C37/D37,MOL TRUST,FE2,ARRIVED,2020-10-30 19:30:00,2020-11-01 11:45:00,SCT5,Starboard,2020-11-01 19:30:00,"Hamburg, Germany",C37/D37,2020-10-15 00:00:00,2283,2415.0
MOL TRUTH - C24/D24,MOL TRUTH,FE2,ARRIVED,2021-07-29 19:30:00,2021-07-30 07:00:00,SCT5,Starboard,2021-08-31 19:30:00,"Hamburg, Germany",C24/D24,2021-07-15 00:00:00,2041,690.0
MONTREAL EXPRESS - V02/W02,MONTREAL EXPRESS,GEX2,ARRIVED,2021-01-19 07:30:00,2021-01-21 10:30:00,SCT3,Starboard,2021-01-19 19:30:00,"Antwerpen, Belgium",V02/W02,2021-01-05 00:00:00,68,3060.0
MONTREAL EXPRESS - V10/W10,MONTREAL EXPRESS,GEX2,ARRIVED,2021-03-16 11:00:00,2021-03-19 07:40:00,SCT3,Starboard,2021-03-16 23:59:00,"Antwerpen, Belgium",V10/W10,2021-03-05 00:00:00,187,4120.0
MONTREAL EXPRESS - V14/W14,MONTREAL EXPRESS,GEX2,ARRIVED,2021-04-13 07:30:00,2021-04-13 06:15:00,SCT2,Starboard,2021-04-13 19:30:00,"Antwerpen, Belgium",V14/W14,2021-03-31 00:00:00,4994,-75.0
MONTREAL EXPRESS - V18/W18,MONTREAL EXPRESS,GEX2,ARRIVED,2021-05-11 07:30:00,2021-05-17 19:35:00,SCT3,Starboard,2021-05-11 19:30:00,"Antwerpen, Belgium",V18/W18,2021-04-30 00:00:00,4291,9365.0
MONTREAL EXPRESS - V22/W22,MONTREAL EXPRESS,GEX2,ARRIVED,2021-06-15 07:30:00,2021-06-15 03:51:00,SCT2,Starboard,2021-06-15 19:30:00,"Antwerpen, Belgium",V22/W22,2021-05-30 00:00:00,4402,-219.0
MONTREAL EXPRESS - V27/W27,MONTREAL EXPRESS,GEX2,ARRIVED,2021-07-13 07:30:00,2021-07-13 07:15:00,SCT3,Starboard,2021-07-13 19:30:00,"Antwerpen, Belgium",V27/W27,2021-06-30 00:00:00,4436,-15.0
MONTREAL EXPRESS - V28/W28,MONTREAL EXPRESS,GEX2,ARRIVED,2020-07-28 07:00:00,2020-07-28 04:45:00,SCT3,Starboard,2020-07-28 19:00:00,"Antwerpen, Belgium",V28/W28,2020-07-15 00:00:00,1969,-135.0
MONTREAL EXPRESS - V31/W31,MONTREAL EXPRESS,GEX2,ARRIVED,2021-08-10 07:30:00,2021-08-11 07:19:00,SCT2,Starboard,2021-08-10 19:30:00,"Antwerpen, Belgium",V31/W31,2021-07-25 00:00:00,3721,1429.0
MONTREAL EXPRESS - V32/W32,MONTREAL EXPRESS,GEX2,ARRIVED,2020-08-25 07:00:00,2020-08-25 06:00:00,SCT3,Starboard,2020-08-25 19:00:00,"Antwerpen, Belgium",V32/W32,2020-08-10 00:00:00,1307,-60.0
MONTREAL EXPRESS - V36/W36,MONTREAL EXPRESS,GEX2,ARRIVED,2020-09-22 07:00:00,2020-09-22 07:00:00,SCT3,Starboard,2020-09-22 19:00:00,"Antwerpen, Belgium",V36/W36,2020-09-10 00:00:00,1391,0.0
MONTREAL EXPRESS - V40/W40,MONTREAL EXPRESS,GEX2,ARRIVED,2020-10-20 07:00:00,2020-10-20 06:30:00,SCT3,Starboard,2020-10-20 19:00:00,"Antwerpen, Belgium",V40/W40,2020-10-05 00:00:00,662,-30.0
MONTREAL EXPRESS - V44/W44,MONTREAL EXPRESS,GEX2,ARRIVED,2020-11-17 07:00:00,2020-11-21 06:45:00,SCT3,Starboard,2020-11-17 19:00:00,"Antwerpen, Belgium",V44/W44,2020-11-05 00:00:00,793,5745.0
MONTREAL EXPRESS - V48/W48,MONTREAL EXPRESS,GEX2,ARRIVED,2020-12-15 07:00:00,2020-12-19 06:00:00,SCT3,Starboard,2020-12-15 19:00:00,"Antwerpen, Belgium",V48/W48,2020-11-15 00:00:00,2365,5700.0
MSC ALBANY - R27/S27,MSC ALBANY,EPIC1,ARRIVED,2020-07-06 19:30:00,2020-07-06 21:00:00,SCT3,Starboard,2020-07-07 07:30:00,"Rotterdam, Netherlands",R27/S27,2020-07-04 00:00:00,1,90.0
MSC AMALFI - R04/S04,MSC AMALFI,EPIC1,ARRIVED,2021-01-11 19:30:00,2021-01-14 21:30:00,SCT3,Starboard,2021-01-12 07:30:00,"Rotterdam, Netherlands",R04/S04,2020-12-30 00:00:00,4937,4440.0
MSC AMALFI - R10/S10,MSC AMALFI,IPAK,ARRIVED,2021-03-08 19:30:00,2021-03-09 09:30:00,SCT3,Starboard,2021-03-09 07:30:00,"Rotterdam, Netherlands",R10/S10,2021-02-25 00:00:00,3378,840.0
MSC ANTIGUA - R07/S07,MSC ANTIGUA,IPAK,ARRIVED,2021-02-15 19:30:00,2021-02-16 00:40:00,SCT3,Starboard,2021-02-16 07:30:00,"Rotterdam, Netherlands",R07/S07,2021-02-05 00:00:00,128,310.0
MSC ASYA - R03/S03,MSC ASYA,EPIC1,ARRIVED,2021-01-25 19:30:00,2021-01-27 19:29:00,SCT3,Starboard,2021-01-26 07:30:00,"Rotterdam, Netherlands",R03/S03,2021-01-10 00:00:00,891,2879.0
MSC ASYA - R12/S12,MSC ASYA,IPAK,ARRIVED,2021-03-22 19:30:00,2021-03-22 22:50:00,SCT3,Starboard,2021-03-23 07:30:00,"Rotterdam, Netherlands",R12/S12,2021-03-10 00:00:00,1018,200.0
MSC ASYA - R20/S20,MSC ASYA,IPAK,ARRIVED,2021-05-17 19:30:00,2021-05-17 21:52:00,SCT2,Starboard,2021-05-18 07:30:00,"Rotterdam, Netherlands",R20/S20,2021-05-05 00:00:00,279,142.0
MSC ASYA - R32/S32,MSC ASYA,EPIC1,ARRIVED,2020-08-10 19:30:00,2020-08-11 05:07:00,SCT2,Starboard,2020-08-11 07:30:00,"Rotterdam, Netherlands",R32/S32,2020-07-25 00:00:00,3692,577.0
MSC ASYA - R48/S48,MSC ASYA,EPIC1,ARRIVED,2020-11-30 19:00:00,2020-12-01 17:30:00,SCT3,Starboard,2020-12-01 07:00:00,"Rotterdam, Netherlands",R48/S48,2020-11-15 00:00:00,2403,1350.0
MSC BUSAN - R35/S35,MSC BUSAN,IPAK,ARRIVED,2021-08-30 19:30:00,2021-09-01 06:47:00,SCT3,Starboard,2021-08-31 07:30:00,"Rotterdam, Netherlands",R35/S35,2021-08-15 00:00:00,2137,2117.0
MSC ELLEN - R37/S37,MSC ELLEN,IPAK,ARRIVED,2021-09-17 22:00:00,2021-09-18 13:00:00,SCT2,Starboard,2021-09-18 11:00:00,"Rotterdam, Netherlands",R37/S37,2021-09-10 00:00:00,1441,900.0
MSC ESTHI - R08/S08,MSC ESTHI,IPAK,ARRIVED,2021-02-22 19:30:00,2021-02-23 07:10:00,SCT3,Starboard,2021-02-23 07:30:00,"Rotterdam, Netherlands",R08/S08,2021-02-10 00:00:00,915,700.0
MSC ESTHI - R16/S16,MSC ESTHI,IPAK,ARRIVED,2021-04-19 19:30:00,2021-04-19 21:01:00,SCT2,Starboard,2021-04-20 07:30:00,"Rotterdam, Netherlands",R16/S16,2021-04-05 00:00:00,232,91.0
MSC ESTHI - R24/S24,MSC ESTHI,IPAK,ARRIVED,2021-06-14 19:30:00,2021-06-14 21:15:00,SCT2,Starboard,2021-06-15 07:30:00,"Rotterdam, Netherlands",R24/S24,2021-05-30 00:00:00,4409,105.0
MSC ESTHI - R28/S28,MSC ESTHI,EPIC1,ARRIVED,2020-07-13 19:30:00,2020-07-13 23:30:00,SCT3,Starboard,2020-07-14 07:30:00,"Rotterdam, Netherlands",R28/S28,2020-07-04 00:00:00,15,240.0
MSC ESTHI - R32/S32,MSC ESTHI,IPAK,ARRIVED,2021-08-09 19:30:00,2021-08-09 22:28:00,SCT3,Starboard,2021-08-10 07:30:00,"Rotterdam, Netherlands",R32/S32,2021-07-25 00:00:00,3738,178.0
MSC ESTHI - R36/S36,MSC ESTHI,EPIC1,ARRIVED,2020-09-07 19:00:00,2020-09-11 14:05:00,SCT2,Starboard,2020-09-08 07:00:00,"Rotterdam, Netherlands",R36/S36,2020-08-25 00:00:00,3810,5465.0
MSC ESTHI - R44/S44,MSC ESTHI,EPIC1,ARRIVED,2020-11-02 19:00:00,2020-11-02 21:25:00,SCT3,Starboard,2020-11-03 07:00:00,"Rotterdam, Netherlands",R44/S44,2020-10-20 00:00:00,3201,145.0
MSC ESTHI - R52/S52,MSC ESTHI,EPIC1,ARRIVED,2020-12-28 19:00:00,2020-12-28 19:31:00,SCT3,Starboard,2020-12-29 07:00:00,"Rotterdam, Netherlands",R52/S52,2020-12-15 00:00:00,2439,31.0
MSC GIULIA - R51/S51,MSC GIULIA,EPIC1,ARRIVED,2020-12-21 19:01:00,2020-12-21 17:45:00,SCT3,Starboard,2020-12-22 07:00:00,"Rotterdam, Netherlands",R51/S51,2020-12-10 00:00:00,1584,-76.0
MSC LISBON - R30/S30,MSC LISBON,EPIC1,ARRIVED,2020-07-27 19:30:00,2020-07-29 21:45:00,SCT2,Starboard,2020-07-28 07:30:00,"Rotterdam, Netherlands",R30/S30,2020-07-15 00:00:00,1968,3015.0
MSC LISBON - R31/S31,MSC LISBON,IPAK,ARRIVED,2021-08-02 19:30:00,2021-08-02 21:48:00,SCT1,Starboard,2021-08-03 07:30:00,"Rotterdam, Netherlands",R31/S31,2021-07-20 00:00:00,2899,138.0
MSC LISBON - R38/S38,MSC LISBON,EPIC1,ARRIVED,2020-09-21 19:00:00,2020-09-23 02:19:00,SCT3,Starboard,2020-09-22 07:00:00,"Rotterdam, Netherlands",R38/S38,2020-09-10 00:00:00,1389,1879.0
MSC LISBON - R46/S46,MSC LISBON,EPIC1,ARRIVED,2020-11-16 19:00:00,2020-11-16 18:45:00,SCT3,Starboard,2020-11-17 07:00:00,"Rotterdam, Netherlands",R46/S46,2020-11-05 00:00:00,790,-15.0
MSC LUCY - R06/S06,MSC LUCY,EPIC1,ARRIVED,2021-02-08 19:30:00,2021-02-09 21:20:00,SCT3,Starboard,2021-02-09 07:30:00,"Rotterdam, Netherlands",R06/S06,2021-01-30 00:00:00,4267,1550.0
MSC LUCY - R13/S13,MSC LUCY,IPAK,ARRIVED,2021-03-29 19:30:00,2021-03-31 09:20:00,SCT3,Starboard,2021-03-30 07:30:00,"Rotterdam, Netherlands",R13/S13,2021-03-20 00:00:00,2622,2270.0
MSC LUCY - R21/S21,MSC LUCY,IPAK,ARRIVED,2021-05-24 19:30:00,2021-05-24 19:52:00,SCT3,Starboard,2021-05-25 07:30:00,"Rotterdam, Netherlands",R21/S21,2021-05-10 00:00:00,1102,22.0
MSC LUCY - R30/S30,MSC LUCY,IPAK,ARRIVED,2021-07-26 19:30:00,2021-07-27 04:50:00,SCT3,Starboard,2021-07-27 07:30:00,"Rotterdam, Netherlands",R30/S30,2021-07-15 00:00:00,2021,560.0
MSC PINA - R02/S02,MSC PINA,EPIC1,ARRIVED,2021-01-18 19:30:00,2021-01-19 04:05:00,SCT3,Starboard,2021-01-19 07:30:00,"Rotterdam, Netherlands",R02/S02,2021-01-05 00:00:00,66,515.0
MSC PINA - R11/S11,MSC PINA,IPAK,ARRIVED,2021-03-15 19:30:00,2021-03-16 10:15:00,SCT3,Starboard,2021-03-16 07:30:00,"Rotterdam, Netherlands",R11/S11,2021-02-28 00:00:00,4194,885.0
MSC PINA - R19/S19,MSC PINA,IPAK,ARRIVED,2021-05-10 19:30:00,2021-05-11 01:45:00,SCT2,Starboard,2021-05-11 07:30:00,"Rotterdam, Netherlands",R19/S19,2021-04-25 00:00:00,3542,375.0
